n_qubits,depth,gate_count,two_qubit_ratio,two_qubit_gates,fidelity,robust_fidelity,total_error_rate,classical_shadow_expr,entropy_expressibility,angle_entropy,entropy,concentration,state_exploration,entanglement_potential,circuit_complexity,quantum_volume,performance_per_complexity,shot_efficiency,expressibility_ratio,complexity_per_qubit,performance_score
60,4,0,0.100000,0,0.000000,0.361842,1.000000,22.036952,1.045930,1.045930,0,0,0.000000,0.400000,0,16,361842.105263,361.842105,0.047463,0.000000,0.378462
127,2,0,0.100000,0,0.000000,0.919408,1.000000,23.913047,1.045215,1.045215,0,0,0.000000,0.200000,0,4,919407.894737,919.407895,0.043709,0.000000,0.960979
127,2,0,0.100000,0,0.000000,0.919408,1.000000,23.913047,1.045215,1.045215,0,0,0.000000,0.200000,0,4,919407.894737,919.407895,0.043709,0.000000,0.960979
127,2,0,0.100000,0,0.000000,0.974507,1.000000,23.663591,1.043226,1.043226,0,0,0.000000,0.200000,0,4,974506.578947,974.506579,0.044086,0.000000,1.016630
127,2,0,0.100000,0,0.000000,0.974507,1.000000,23.663591,1.043226,1.043226,0,0,0.000000,0.200000,0,4,974506.578947,974.506579,0.044086,0.000000,1.016630
5,4,0,0.500000,0,0.407072,0.859375,0.592928,18.501335,1.039243,1.039243,0,0,0.000000,2.000000,0,16,859375.000000,859.375000,0.056171,0.000000,0.893100
5,4,0,0.500000,0,0.407072,0.859375,0.592928,18.501335,1.039243,1.039243,0,0,0.000000,2.000000,0,16,859375.000000,859.375000,0.056171,0.000000,0.893100
60,4,0,0.100000,0,0.000822,0.300164,0.999178,22.121785,1.035504,1.035504,0,0,0.000000,0.400000,0,16,300164.473684,300.164474,0.046809,0.000000,0.310822
60,4,0,0.100000,0,0.000822,0.300164,0.999178,22.121785,1.035504,1.035504,0,0,0.000000,0.400000,0,16,300164.473684,300.164474,0.046809,0.000000,0.310822
127,3,0,0.100000,0,0.000822,0.980263,0.999178,23.119646,1.028491,1.028491,0,0,0.000000,0.300000,0,9,980263.157895,980.263158,0.044486,0.000000,1.008192
127,3,0,0.100000,0,0.000822,0.980263,0.999178,23.119646,1.028491,1.028491,0,0,0.000000,0.300000,0,9,980263.157895,980.263158,0.044486,0.000000,1.008192
60,3,0,0.300000,0,0.078125,0.993421,0.921875,23.613795,1.027708,1.027708,0,0,0.000000,0.900000,0,9,993421.052632,993.421053,0.043522,0.000000,1.020947
60,3,0,0.300000,0,0.078125,0.993421,0.921875,23.613795,1.027708,1.027708,0,0,0.000000,0.900000,0,9,993421.052632,993.421053,0.043522,0.000000,1.020947
7,3,0,0.300000,0,0.390625,0.797697,0.609375,26.744294,1.016383,1.016383,0,0,0.000000,0.900000,0,9,797697.368421,797.697368,0.038004,0.000000,0.810766
7,3,0,0.300000,0,0.390625,0.797697,0.609375,26.744294,1.016383,1.016383,0,0,0.000000,0.900000,0,9,797697.368421,797.697368,0.038004,0.000000,0.810766
7,4,0,0.500000,0,0.650493,0.859375,0.349507,30.424780,1.013332,1.013332,0,0,0.000000,2.000000,0,16,859375.000000,859.375000,0.033306,0.000000,0.870832
7,4,0,0.500000,0,0.650493,0.859375,0.349507,30.424780,1.013332,1.013332,0,0,0.000000,2.000000,0,16,859375.000000,859.375000,0.033306,0.000000,0.870832
60,4,0,0.300000,0,0.000000,0.264803,1.000000,18.730047,1.009017,1.009017,0,0,0.000000,1.200000,0,16,264802.631579,264.802632,0.053872,0.000000,0.267190
60,4,0,0.300000,0,0.000000,0.264803,1.000000,18.730047,1.009017,1.009017,0,0,0.000000,1.200000,0,16,264802.631579,264.802632,0.053872,0.000000,0.267190
60,3,0,0.500000,0,0.000000,0.236842,1.000000,19.682031,1.008726,1.008726,0,0,0.000000,1.500000,0,9,236842.105263,236.842105,0.051251,0.000000,0.238909
60,3,0,0.500000,0,0.000000,0.236842,1.000000,19.682031,1.008726,1.008726,0,0,0.000000,1.500000,0,9,236842.105263,236.842105,0.051251,0.000000,0.238909
60,3,0,0.300000,0,0.000000,0.293586,1.000000,22.685536,1.006781,1.006781,0,0,0.000000,0.900000,0,9,293585.526316,293.585526,0.044380,0.000000,0.295576
60,3,0,0.300000,0,0.000000,0.293586,1.000000,22.685536,1.006781,1.006781,0,0,0.000000,0.900000,0,9,293585.526316,293.585526,0.044380,0.000000,0.295576
7,4,0,0.100000,0,0.441612,0.877467,0.558388,29.250589,1.002184,1.002184,0,0,0.000000,0.400000,0,16,877467.105263,877.467105,0.034262,0.000000,0.879384
7,4,0,0.100000,0,0.441612,0.877467,0.558388,29.250589,1.002184,1.002184,0,0,0.000000,0.400000,0,16,877467.105263,877.467105,0.034262,0.000000,0.879384
60,3,0,0.500000,0,0.000000,0.217105,1.000000,20.578192,0.997145,0.997145,0,0,0.000000,1.500000,0,9,217105.263158,217.105263,0.048456,0.000000,0.216486
60,3,0,0.500000,0,0.000000,0.217105,1.000000,20.578192,0.997145,0.997145,0,0,0.000000,1.500000,0,9,217105.263158,217.105263,0.048456,0.000000,0.216486
7,4,0,0.300000,0,0.573191,0.888158,0.426809,30.494353,0.996466,0.996466,0,0,0.000000,1.200000,0,16,888157.894737,888.157895,0.032677,0.000000,0.885019
7,4,0,0.300000,0,0.573191,0.888158,0.426809,30.494353,0.996466,0.996466,0,0,0.000000,1.200000,0,16,888157.894737,888.157895,0.032677,0.000000,0.885019
127,2,0,0.100000,0,0.000000,0.951480,1.000000,23.859215,0.996275,0.996275,0,0,0.000000,0.200000,0,4,951480.263158,951.480263,0.041756,0.000000,0.947936
127,2,0,0.100000,0,0.000000,0.951480,1.000000,23.859215,0.996275,0.996275,0,0,0.000000,0.200000,0,4,951480.263158,951.480263,0.041756,0.000000,0.947936
5,4,0,0.500000,0,0.656250,0.901316,0.343750,24.412800,0.995803,0.995803,0,0,0.000000,2.000000,0,16,901315.789474,901.315789,0.040790,0.000000,0.897533
5,4,0,0.500000,0,0.656250,0.901316,0.343750,24.412800,0.995803,0.995803,0,0,0.000000,2.000000,0,16,901315.789474,901.315789,0.040790,0.000000,0.897533
60,3,0,0.300000,0,0.000000,0.197368,1.000000,19.904665,0.995565,0.995565,0,0,0.000000,0.900000,0,9,197368.421053,197.368421,0.050017,0.000000,0.196493
60,3,0,0.300000,0,0.000000,0.197368,1.000000,19.904665,0.995565,0.995565,0,0,0.000000,0.900000,0,9,197368.421053,197.368421,0.050017,0.000000,0.196493
60,3,0,0.100000,0,0.000000,0.257401,1.000000,23.370092,0.993901,0.993901,0,0,0.000000,0.300000,0,9,257401.315789,257.401316,0.042529,0.000000,0.255831
60,3,0,0.100000,0,0.000000,0.257401,1.000000,23.370092,0.993901,0.993901,0,0,0.000000,0.300000,0,9,257401.315789,257.401316,0.042529,0.000000,0.255831
7,2,0,0.100000,0,0.569901,0.894737,0.430099,30.184007,0.991675,0.991675,0,0,0.000000,0.200000,0,4,894736.842105,894.736842,0.032854,0.000000,0.887288
7,2,0,0.100000,0,0.569901,0.894737,0.430099,30.184007,0.991675,0.991675,0,0,0.000000,0.200000,0,4,894736.842105,894.736842,0.032854,0.000000,0.887288
5,4,0,0.300000,0,0.553454,0.860197,0.446546,20.816075,0.991558,0.991558,0,0,0.000000,1.200000,0,16,860197.368421,860.197368,0.047634,0.000000,0.852936
5,4,0,0.300000,0,0.553454,0.860197,0.446546,20.816075,0.991558,0.991558,0,0,0.000000,1.200000,0,16,860197.368421,860.197368,0.047634,0.000000,0.852936
5,2,0,0.500000,0,0.492599,0.833882,0.507401,18.939519,0.989752,0.989752,0,0,0.000000,1.000000,0,4,833881.578947,833.881579,0.052259,0.000000,0.825336
5,2,0,0.500000,0,0.492599,0.833882,0.507401,18.939519,0.989752,0.989752,0,0,0.000000,1.000000,0,4,833881.578947,833.881579,0.052259,0.000000,0.825336
5,3,0,0.300000,0,0.540296,0.861842,0.459704,20.927351,0.987943,0.987943,0,0,0.000000,0.900000,0,9,861842.105263,861.842105,0.047208,0.000000,0.851451
5,3,0,0.300000,0,0.540296,0.861842,0.459704,20.927351,0.987943,0.987943,0,0,0.000000,0.900000,0,9,861842.105263,861.842105,0.047208,0.000000,0.851451
127,3,0,0.100000,0,0.005757,0.996711,0.994243,24.805426,0.986023,0.986023,0,0,0.000000,0.300000,0,9,996710.526316,996.710526,0.039750,0.000000,0.982779
127,3,0,0.100000,0,0.005757,0.996711,0.994243,24.805426,0.986023,0.986023,0,0,0.000000,0.300000,0,9,996710.526316,996.710526,0.039750,0.000000,0.982779
7,4,0,0.500000,0,0.574836,0.874178,0.425164,31.017747,0.980945,0.980945,0,0,0.000000,2.000000,0,16,874177.631579,874.177632,0.031625,0.000000,0.857520
7,4,0,0.500000,0,0.574836,0.874178,0.425164,31.017747,0.980945,0.980945,0,0,0.000000,2.000000,0,16,874177.631579,874.177632,0.031625,0.000000,0.857520
127,2,0,0.100000,0,0.000000,0.970395,1.000000,21.680445,0.980291,0.980291,0,0,0.000000,0.200000,0,4,970394.736842,970.394737,0.045215,0.000000,0.951269
127,2,0,0.100000,0,0.000000,0.970395,1.000000,21.680445,0.980291,0.980291,0,0,0.000000,0.200000,0,4,970394.736842,970.394737,0.045215,0.000000,0.951269
60,2,0,0.500000,0,0.000000,0.232730,1.000000,19.485274,0.978689,0.978689,0,0,0.000000,1.000000,0,4,232730.263158,232.730263,0.050227,0.000000,0.227771
60,2,0,0.500000,0,0.000000,0.232730,1.000000,19.485274,0.978689,0.978689,0,0,0.000000,1.000000,0,4,232730.263158,232.730263,0.050227,0.000000,0.227771
60,2,0,0.500000,0,0.000000,0.191612,1.000000,19.812296,0.977844,0.977844,0,0,0.000000,1.000000,0,4,191611.842105,191.611842,0.049355,0.000000,0.187366
60,2,0,0.500000,0,0.000000,0.191612,1.000000,19.812296,0.977844,0.977844,0,0,0.000000,1.000000,0,4,191611.842105,191.611842,0.049355,0.000000,0.187366
60,2,0,0.500000,0,0.000000,0.291118,1.000000,19.290191,0.971813,0.971813,0,0,0.000000,1.000000,0,4,291118.421053,291.118421,0.050379,0.000000,0.282913
60,2,0,0.500000,0,0.000000,0.291118,1.000000,19.290191,0.971813,0.971813,0,0,0.000000,1.000000,0,4,291118.421053,291.118421,0.050379,0.000000,0.282913
7,2,0,0.300000,0,0.530428,0.853618,0.469572,29.588911,0.966127,0.966127,0,0,0.000000,0.600000,0,4,853618.421053,853.618421,0.032652,0.000000,0.824704
7,2,0,0.300000,0,0.530428,0.853618,0.469572,29.588911,0.966127,0.966127,0,0,0.000000,0.600000,0,4,853618.421053,853.618421,0.032652,0.000000,0.824704
127,3,0,0.100000,0,0.013158,1.000000,0.986842,24.445536,0.963122,0.963122,0,0,0.000000,0.300000,0,9,1000000.000000,1000.000000,0.039399,0.000000,0.963122
127,3,0,0.100000,0,0.013158,1.000000,0.986842,24.445536,0.963122,0.963122,0,0,0.000000,0.300000,0,9,1000000.000000,1000.000000,0.039399,0.000000,0.963122
10,4,0,0.100000,0,0.539474,0.847862,0.460526,40.474471,0.962946,0.962946,0,0,0.000000,0.400000,0,16,847861.842105,847.861842,0.023791,0.000000,0.816445
10,4,0,0.100000,0,0.539474,0.847862,0.460526,40.474471,0.962946,0.962946,0,0,0.000000,0.400000,0,16,847861.842105,847.861842,0.023791,0.000000,0.816445
5,2,0,0.500000,0,0.773849,0.904605,0.226151,25.795791,0.954350,0.954350,0,0,0.000000,1.000000,0,4,904605.263158,904.605263,0.036996,0.000000,0.863310
5,2,0,0.500000,0,0.773849,0.904605,0.226151,25.795791,0.954350,0.954350,0,0,0.000000,1.000000,0,4,904605.263158,904.605263,0.036996,0.000000,0.863310
60,2,0,0.300000,0,0.000000,0.158717,1.000000,20.403948,0.949791,0.949791,0,0,0.000000,0.600000,0,4,158717.105263,158.717105,0.046549,0.000000,0.150748
60,2,0,0.300000,0,0.000000,0.158717,1.000000,20.403948,0.949791,0.949791,0,0,0.000000,0.600000,0,4,158717.105263,158.717105,0.046549,0.000000,0.150748
5,3,0,0.500000,0,0.596217,0.898849,0.403783,21.801581,0.945210,0.945210,0,0,0.000000,1.500000,0,9,898848.684211,898.848684,0.043355,0.000000,0.849601
5,3,0,0.500000,0,0.596217,0.898849,0.403783,21.801581,0.945210,0.945210,0,0,0.000000,1.500000,0,9,898848.684211,898.848684,0.043355,0.000000,0.849601
10,2,0,0.300000,0,0.544408,0.852796,0.455592,40.848646,0.942924,0.942924,0,0,0.000000,0.600000,0,4,852796.052632,852.796053,0.023083,0.000000,0.804122
10,2,0,0.300000,0,0.544408,0.852796,0.455592,40.848646,0.942924,0.942924,0,0,0.000000,0.600000,0,4,852796.052632,852.796053,0.023083,0.000000,0.804122
10,2,0,0.300000,0,0.550164,0.843750,0.449836,41.427454,0.938999,0.938999,0,0,0.000000,0.600000,0,4,843750.000000,843.750000,0.022666,0.000000,0.792281
10,2,0,0.300000,0,0.550164,0.843750,0.449836,41.427454,0.938999,0.938999,0,0,0.000000,0.600000,0,4,843750.000000,843.750000,0.022666,0.000000,0.792281
5,4,0,0.500000,0,0.567434,0.881579,0.432566,20.855176,0.937961,0.937961,0,0,0.000000,2.000000,0,16,881578.947368,881.578947,0.044975,0.000000,0.826886
5,4,0,0.500000,0,0.567434,0.881579,0.432566,20.855176,0.937961,0.937961,0,0,0.000000,2.000000,0,16,881578.947368,881.578947,0.044975,0.000000,0.826886
5,2,0,0.500000,0,0.730263,0.907895,0.269737,25.336090,0.932380,0.932380,0,0,0.000000,1.000000,0,4,907894.736842,907.894737,0.036800,0.000000,0.846503
5,2,0,0.500000,0,0.730263,0.907895,0.269737,25.336090,0.932380,0.932380,0,0,0.000000,1.000000,0,4,907894.736842,907.894737,0.036800,0.000000,0.846503
127,3,0,0.100000,0,0.000822,0.893914,0.999178,22.964911,0.931941,0.931941,0,0,0.000000,0.300000,0,9,893914.473684,893.914474,0.040581,0.000000,0.833076
127,3,0,0.100000,0,0.000822,0.893914,0.999178,22.964911,0.931941,0.931941,0,0,0.000000,0.300000,0,9,893914.473684,893.914474,0.040581,0.000000,0.833076
127,3,0,0.100000,0,0.000000,0.888980,1.000000,23.119533,0.929738,0.929738,0,0,0.000000,0.300000,0,9,888980.263158,888.980263,0.040214,0.000000,0.826518
127,3,0,0.100000,0,0.000000,0.888980,1.000000,23.119533,0.929738,0.929738,0,0,0.000000,0.300000,0,9,888980.263158,888.980263,0.040214,0.000000,0.826518
7,4,0,0.100000,0,0.593750,0.879934,0.406250,30.748514,0.926642,0.926642,0,0,0.000000,0.400000,0,16,879934.210526,879.934211,0.030136,0.000000,0.815384
7,4,0,0.100000,0,0.593750,0.879934,0.406250,30.748514,0.926642,0.926642,0,0,0.000000,0.400000,0,16,879934.210526,879.934211,0.030136,0.000000,0.815384
127,3,0,0.100000,0,0.000000,0.876645,1.000000,24.779213,0.926045,0.926045,0,0,0.000000,0.300000,0,9,876644.736842,876.644737,0.037372,0.000000,0.811812
127,3,0,0.100000,0,0.000000,0.876645,1.000000,24.779213,0.926045,0.926045,0,0,0.000000,0.300000,0,9,876644.736842,876.644737,0.037372,0.000000,0.811812
7,4,0,0.500000,0,0.534539,0.840461,0.465461,26.690783,0.921997,0.921997,0,0,0.000000,2.000000,0,16,840460.526316,840.460526,0.034544,0.000000,0.774902
7,4,0,0.500000,0,0.534539,0.840461,0.465461,26.690783,0.921997,0.921997,0,0,0.000000,2.000000,0,16,840460.526316,840.460526,0.034544,0.000000,0.774902
127,1,0,0.300000,0,0.036184,1.000000,0.963816,24.949853,0.921654,0.921654,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.036940,0.000000,0.921654
127,1,0,0.300000,0,0.036184,1.000000,0.963816,24.949853,0.921654,0.921654,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.036940,0.000000,0.921654
10,4,0,0.500000,0,0.421875,0.783717,0.578125,36.496095,0.920269,0.920269,0,0,0.000000,2.000000,0,16,783717.105263,783.717105,0.025216,0.000000,0.721230
10,4,0,0.500000,0,0.421875,0.783717,0.578125,36.496095,0.920269,0.920269,0,0,0.000000,2.000000,0,16,783717.105263,783.717105,0.025216,0.000000,0.721230
5,4,0,0.300000,0,0.795230,0.925164,0.204770,27.304149,0.917750,0.917750,0,0,0.000000,1.200000,0,16,925164.473684,925.164474,0.033612,0.000000,0.849070
5,4,0,0.300000,0,0.795230,0.925164,0.204770,27.304149,0.917750,0.917750,0,0,0.000000,1.200000,0,16,925164.473684,925.164474,0.033612,0.000000,0.849070
127,1,0,0.500000,0,0.038651,1.000000,0.961349,24.892646,0.917258,0.917258,0,0,0.000000,0.500000,0,1,1000000.000000,1000.000000,0.036849,0.000000,0.917258
127,1,0,0.500000,0,0.038651,1.000000,0.961349,24.892646,0.917258,0.917258,0,0,0.000000,0.500000,0,1,1000000.000000,1000.000000,0.036849,0.000000,0.917258
127,1,0,0.100000,0,0.037007,1.000000,0.962993,24.937396,0.915188,0.915188,0,0,0.000000,0.100000,0,1,1000000.000000,1000.000000,0.036699,0.000000,0.915188
127,1,0,0.100000,0,0.037007,1.000000,0.962993,24.937396,0.915188,0.915188,0,0,0.000000,0.100000,0,1,1000000.000000,1000.000000,0.036699,0.000000,0.915188
60,2,0,0.100000,0,0.112664,0.986020,0.887336,23.342630,0.913768,0.913768,0,0,0.000000,0.200000,0,4,986019.736842,986.019737,0.039146,0.000000,0.900993
60,2,0,0.100000,0,0.112664,0.986020,0.887336,23.342630,0.913768,0.913768,0,0,0.000000,0.200000,0,4,986019.736842,986.019737,0.039146,0.000000,0.900993
10,4,0,0.500000,0,0.437500,0.812500,0.562500,36.439669,0.913041,0.913041,0,0,0.000000,2.000000,0,16,812500.000000,812.500000,0.025056,0.000000,0.741846
10,4,0,0.500000,0,0.437500,0.812500,0.562500,36.439669,0.913041,0.913041,0,0,0.000000,2.000000,0,16,812500.000000,812.500000,0.025056,0.000000,0.741846
60,3,0,0.500000,0,0.000000,0.081414,1.000000,22.603217,0.911359,0.911359,0,0,0.000000,1.500000,0,9,81414.473684,81.414474,0.040320,0.000000,0.074198
60,3,0,0.500000,0,0.000000,0.081414,1.000000,22.603217,0.911359,0.911359,0,0,0.000000,1.500000,0,9,81414.473684,81.414474,0.040320,0.000000,0.074198
7,3,0,0.500000,0,0.703125,0.879934,0.296875,32.251747,0.911337,0.911337,0,0,0.000000,1.500000,0,9,879934.210526,879.934211,0.028257,0.000000,0.801917
7,3,0,0.500000,0,0.703125,0.879934,0.296875,32.251747,0.911337,0.911337,0,0,0.000000,1.500000,0,9,879934.210526,879.934211,0.028257,0.000000,0.801917
127,1,0,0.300000,0,0.041941,1.000000,0.958059,24.936815,0.907842,0.907842,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.036406,0.000000,0.907842
127,1,0,0.300000,0,0.041941,1.000000,0.958059,24.936815,0.907842,0.907842,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.036406,0.000000,0.907842
127,1,0,0.500000,0,0.028783,0.999178,0.971217,24.937110,0.907271,0.907271,0,0,0.000000,0.500000,0,1,999177.631579,999.177632,0.036382,0.000000,0.906525
127,1,0,0.500000,0,0.028783,0.999178,0.971217,24.937110,0.907271,0.907271,0,0,0.000000,0.500000,0,1,999177.631579,999.177632,0.036382,0.000000,0.906525
7,2,0,0.300000,0,0.662007,0.924342,0.337993,32.653402,0.906067,0.906067,0,0,0.000000,0.600000,0,4,924342.105263,924.342105,0.027748,0.000000,0.837516
7,2,0,0.300000,0,0.662007,0.924342,0.337993,32.653402,0.906067,0.906067,0,0,0.000000,0.600000,0,4,924342.105263,924.342105,0.027748,0.000000,0.837516
60,2,0,0.500000,0,0.000000,0.065789,1.000000,19.659810,0.905991,0.905991,0,0,0.000000,1.000000,0,4,65789.473684,65.789474,0.046083,0.000000,0.059605
60,2,0,0.500000,0,0.000000,0.065789,1.000000,19.659810,0.905991,0.905991,0,0,0.000000,1.000000,0,4,65789.473684,65.789474,0.046083,0.000000,0.059605
127,1,0,0.300000,0,0.037829,1.000000,0.962171,24.970127,0.903116,0.903116,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.036168,0.000000,0.903116
127,1,0,0.300000,0,0.037829,1.000000,0.962171,24.970127,0.903116,0.903116,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.036168,0.000000,0.903116
7,2,0,0.300000,0,0.716283,0.923520,0.283717,33.447785,0.902921,0.902921,0,0,0.000000,0.600000,0,4,923519.736842,923.519737,0.026995,0.000000,0.833865
7,2,0,0.300000,0,0.716283,0.923520,0.283717,33.447785,0.902921,0.902921,0,0,0.000000,0.600000,0,4,923519.736842,923.519737,0.026995,0.000000,0.833865
10,2,0,0.100000,0,0.525493,0.870888,0.474507,41.066598,0.902507,0.902507,0,0,0.000000,0.200000,0,4,870888.157895,870.888158,0.021977,0.000000,0.785982
10,2,0,0.100000,0,0.525493,0.870888,0.474507,41.066598,0.902507,0.902507,0,0,0.000000,0.200000,0,4,870888.157895,870.888158,0.021977,0.000000,0.785982
127,3,0,0.100000,0,0.000000,0.875000,1.000000,23.423045,0.900995,0.900995,0,0,0.000000,0.300000,0,9,875000.000000,875.000000,0.038466,0.000000,0.788371
127,3,0,0.100000,0,0.000000,0.875000,1.000000,23.423045,0.900995,0.900995,0,0,0.000000,0.300000,0,9,875000.000000,875.000000,0.038466,0.000000,0.788371
7,2,0,0.300000,0,0.523026,0.914474,0.476974,31.040520,0.900612,0.900612,0,0,0.000000,0.600000,0,4,914473.684211,914.473684,0.029014,0.000000,0.823586
7,2,0,0.300000,0,0.523026,0.914474,0.476974,31.040520,0.900612,0.900612,0,0,0.000000,0.600000,0,4,914473.684211,914.473684,0.029014,0.000000,0.823586
127,1,0,0.300000,0,0.027961,1.000000,0.972039,24.881667,0.900036,0.900036,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.036173,0.000000,0.900036
127,1,0,0.300000,0,0.027961,1.000000,0.972039,24.881667,0.900036,0.900036,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.036173,0.000000,0.900036
127,1,0,0.100000,0,0.033717,1.000000,0.966283,24.999504,0.899981,0.899981,0,0,0.000000,0.100000,0,1,1000000.000000,1000.000000,0.036000,0.000000,0.899981
127,1,0,0.100000,0,0.033717,1.000000,0.966283,24.999504,0.899981,0.899981,0,0,0.000000,0.100000,0,1,1000000.000000,1000.000000,0.036000,0.000000,0.899981
10,4,0,0.500000,0,0.463816,0.801809,0.536184,36.960445,0.899546,0.899546,0,0,0.000000,2.000000,0,16,801809.210526,801.809211,0.024338,0.000000,0.721264
10,4,0,0.500000,0,0.463816,0.801809,0.536184,36.960445,0.899546,0.899546,0,0,0.000000,2.000000,0,16,801809.210526,801.809211,0.024338,0.000000,0.721264
5,4,0,0.500000,0,0.638158,0.916118,0.361842,23.787082,0.898732,0.898732,0,0,0.000000,2.000000,0,16,916118.421053,916.118421,0.037782,0.000000,0.823345
5,4,0,0.500000,0,0.638158,0.916118,0.361842,23.787082,0.898732,0.898732,0,0,0.000000,2.000000,0,16,916118.421053,916.118421,0.037782,0.000000,0.823345
7,2,0,0.300000,0,0.560855,0.908717,0.439145,30.131255,0.897262,0.897262,0,0,0.000000,0.600000,0,4,908717.105263,908.717105,0.029778,0.000000,0.815357
7,2,0,0.300000,0,0.560855,0.908717,0.439145,30.131255,0.897262,0.897262,0,0,0.000000,0.600000,0,4,908717.105263,908.717105,0.029778,0.000000,0.815357
7,3,0,0.300000,0,0.606086,0.919408,0.393914,31.085542,0.896024,0.896024,0,0,0.000000,0.900000,0,9,919407.894737,919.407895,0.028824,0.000000,0.823812
7,3,0,0.300000,0,0.606086,0.919408,0.393914,31.085542,0.896024,0.896024,0,0,0.000000,0.900000,0,9,919407.894737,919.407895,0.028824,0.000000,0.823812
60,2,0,0.500000,0,0.000000,0.110197,1.000000,20.465779,0.894534,0.894534,0,0,0.000000,1.000000,0,4,110197.368421,110.197368,0.043709,0.000000,0.098575
60,2,0,0.500000,0,0.000000,0.110197,1.000000,20.465779,0.894534,0.894534,0,0,0.000000,1.000000,0,4,110197.368421,110.197368,0.043709,0.000000,0.098575
60,4,0,0.500000,0,0.000000,0.097039,1.000000,16.899039,0.893812,0.893812,0,0,0.000000,2.000000,0,16,97039.473684,97.039474,0.052891,0.000000,0.086735
60,4,0,0.500000,0,0.000000,0.097039,1.000000,16.899039,0.893812,0.893812,0,0,0.000000,2.000000,0,16,97039.473684,97.039474,0.052891,0.000000,0.086735
127,2,0,0.500000,0,0.000000,0.816612,1.000000,23.368260,0.892343,0.892343,0,0,0.000000,1.000000,0,4,816611.842105,816.611842,0.038186,0.000000,0.728698
127,2,0,0.500000,0,0.000000,0.816612,1.000000,23.368260,0.892343,0.892343,0,0,0.000000,1.000000,0,4,816611.842105,816.611842,0.038186,0.000000,0.728698
127,1,0,0.500000,0,0.037007,1.000000,0.962993,24.950900,0.891995,0.891995,0,0,0.000000,0.500000,0,1,1000000.000000,1000.000000,0.035750,0.000000,0.891995
127,1,0,0.500000,0,0.037007,1.000000,0.962993,24.950900,0.891995,0.891995,0,0,0.000000,0.500000,0,1,1000000.000000,1000.000000,0.035750,0.000000,0.891995
127,1,0,0.500000,0,0.027138,1.000000,0.972862,24.983263,0.891731,0.891731,0,0,0.000000,0.500000,0,1,1000000.000000,1000.000000,0.035693,0.000000,0.891731
127,1,0,0.500000,0,0.027138,1.000000,0.972862,24.983263,0.891731,0.891731,0,0,0.000000,0.500000,0,1,1000000.000000,1000.000000,0.035693,0.000000,0.891731
127,1,0,0.300000,0,0.025493,1.000000,0.974507,24.970691,0.890578,0.890578,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.035665,0.000000,0.890578
127,1,0,0.300000,0,0.025493,1.000000,0.974507,24.970691,0.890578,0.890578,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.035665,0.000000,0.890578
5,4,0,0.300000,0,0.843750,0.944901,0.156250,29.706799,0.889276,0.889276,0,0,0.000000,1.200000,0,16,944901.315789,944.901316,0.029935,0.000000,0.840278
5,4,0,0.300000,0,0.843750,0.944901,0.156250,29.706799,0.889276,0.889276,0,0,0.000000,1.200000,0,16,944901.315789,944.901316,0.029935,0.000000,0.840278
127,1,0,0.100000,0,0.029605,1.000000,0.970395,24.980310,0.888833,0.888833,0,0,0.000000,0.100000,0,1,1000000.000000,1000.000000,0.035581,0.000000,0.888833
127,1,0,0.100000,0,0.029605,1.000000,0.970395,24.980310,0.888833,0.888833,0,0,0.000000,0.100000,0,1,1000000.000000,1000.000000,0.035581,0.000000,0.888833
127,1,0,0.100000,0,0.033717,1.000000,0.966283,24.977463,0.887693,0.887693,0,0,0.000000,0.100000,0,1,1000000.000000,1000.000000,0.035540,0.000000,0.887693
127,1,0,0.100000,0,0.033717,1.000000,0.966283,24.977463,0.887693,0.887693,0,0,0.000000,0.100000,0,1,1000000.000000,1000.000000,0.035540,0.000000,0.887693
5,2,0,0.100000,0,0.805921,0.951480,0.194079,28.306326,0.887385,0.887385,0,0,0.000000,0.200000,0,4,951480.263158,951.480263,0.031349,0.000000,0.844329
5,2,0,0.100000,0,0.805921,0.951480,0.194079,28.306326,0.887385,0.887385,0,0,0.000000,0.200000,0,4,951480.263158,951.480263,0.031349,0.000000,0.844329
127,1,0,0.300000,0,0.035362,1.000000,0.964638,24.912595,0.886448,0.886448,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.035582,0.000000,0.886448
127,1,0,0.300000,0,0.035362,1.000000,0.964638,24.912595,0.886448,0.886448,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.035582,0.000000,0.886448
127,1,0,0.300000,0,0.025493,1.000000,0.974507,24.901563,0.885888,0.885888,0,0,0.000000,0.300000,0,1,1000000.000000,1000.000000,0.035576,0.000000,0.885888
